Date,ProductID,ProductName,Category,Supplier,UnitPrice,StockQuantity,StockValue,ReorderLevel,ReorderQuantity,UnitsSold,SalesValue,LastSoldDate,LastRestockDate,NextRestockDate,DeliveryTimeDays,DeliveryStatus
2024-01-29,83621d46-281b-4ded-a559-66fc624f9c99,Butter,Dairy,Hardy Group,6.99,194,1356.06,19,61,44,307.56,2024-03-21,2024-01-02,2024-01-31,6,On Time
2024-05-19,ecc85030-f523-4d4e-8ad5-6a54e47f5ec2,Beef,Meat,Barrera-Page,23.79,98,2331.42,9,65,72,1712.88,2024-01-08,2024-03-05,2024-03-20,1,Delayed
2024-05-14,95801023-c86c-457d-8397-d911cb3c86e4,Water,Beverages,Anderson and Sons,58.97,53,3125.41,8,87,32,1887.04,2024-02-01,2024-02-03,2024-02-17,2,Partial Delivery
2024-06-01,b2667dff-4b22-4864-84de-87f3d3263984,Croissant,Bakery,"Lawson, Martin and Richard",49.67,164,8145.88,5,84,30,1490.1,2024-01-24,2024-03-26,2024-04-04,1,On Time
2024-05-17,fbf1689a-bd96-4280-ac76-0f032187e3e2,Beef,Meat,Lopez-Patel,43.15,182,7853.3,9,84,156,6731.4,2024-05-15,2024-01-07,2024-01-12,8,On Time
2024-03-26,b9294bdf-d824-4395-9e7f-88a2b0993a32,Fish,Meat,Hunt Inc,15.91,76,1209.16,7,89,27,429.57,2024-01-31,2024-02-08,2024-02-19,4,Partial Delivery
2024-05-21,a92983d2-0757-4b74-b4cf-237b4c34d526,Beef,Meat,Mendez and Sons,89.2,114,10168.8,25,35,8,713.6,2024-04-21,2024-02-23,2024-02-25,3,Partial Delivery
2024-05-13,bf1b0700-532e-4aac-8716-6c80a5534e5d,Bread,Bakery,Navarro LLC,73.08,55,4019.4,9,27,9,657.72,2024-01-21,2024-03-16,2024-04-13,3,Partial Delivery
2024-04-09,1ccb0ef4-5deb-4248-8f74-d6bcc206d87c,Lettuce,Produce,Carroll-Bowers,97.14,183,17776.62,28,92,75,7285.5,2024-04-12,2024-01-24,2024-02-21,10,Partial Delivery
2024-02-04,4fd29aef-2786-47c4-a9eb-18ee2c2ecbdf,Granola Bars,Snacks,"Williams, Christensen and Lee",29.08,58,1686.64,16,24,12,348.96,2024-03-29,2024-05-05,2024-06-02,10,Delayed
2024-02-23,12a55608-ecfe-4554-be01-06746103916f,Granola Bars,Snacks,"Garcia, Green and Rodriguez",40.5,160,6480,36,25,57,2308.5,2024-05-28,2024-06-02,2024-06-04,2,Delayed
2024-05-27,59379ce8-bdb8-4b43-a541-9c3fc4a6fae6,Potato,Produce,Shaffer LLC,65.97,194,12798.18,29,44,58,3826.26,2024-05-26,2024-03-25,2024-04-10,5,On Time
2024-03-13,72cc0080-54ec-438b-89a9-f67bdf7abeb9,Glass Cleaner,Cleaning Supplies,"Hansen, Dean and Myers",60.62,42,2546.04,17,25,6,363.72,2024-06-07,2024-06-28,2024-07-07,7,On Time
2024-04-19,868d236f-dc75-4b77-b2f9-973dcf34da33,Laundry Detergent,Cleaning Supplies,"Jackson, Munoz and Frazier",59.62,43,2563.66,28,24,5,298.1,2024-01-19,2024-03-04,2024-03-17,9,Delayed
2024-02-03,bc32eedb-ad2a-411a-aeca-464a7035bfb7,Laundry Detergent,Cleaning Supplies,Johnson Group,31.68,198,6272.64,34,30,60,1900.8,2024-01-29,2024-05-30,2024-06-22,10,Partial Delivery
2024-04-29,876cf8c8-dfa7-4009-88ba-90d8f25078e2,Beef,Meat,Price Group,32.65,91,2971.15,13,91,85,2775.25,2024-04-29,2024-01-26,2024-02-05,7,On Time
2024-03-20,55ada6b2-7c3a-4cbc-9da8-a5df6649025a,Cheese,Dairy,Bass and Sons,67.78,40,2711.2,21,82,19,1287.82,2024-02-08,2024-06-29,2024-07-29,4,Partial Delivery
2024-04-16,7ff4a24c-2d5d-45f8-b02c-47ae310c60ca,Ice Cream,Frozen,Maynard-Gonzalez,99.16,178,17650.48,9,82,54,5354.64,2024-06-10,2024-04-08,2024-05-07,1,On Time
2024-04-10,739ec920-4a62-45af-9bf7-21eacfb8844c,Candy,Snacks,"Cruz, Jones and Rodriguez",86.63,136,11781.68,33,80,122,10568.86,2024-01-12,2024-06-23,2024-07-15,9,On Time
2024-06-30,ce5a3c75-73db-4c88-bbe4-b2689b457b56,Cream,Dairy,"Clark, Li and Ramsey",73.75,186,13717.5,25,97,129,9513.75,2024-03-28,2024-03-03,2024-03-12,9,Delayed
2024-04-28,2d1eb790-4044-46ed-bafd-ab47bc9ee3ec,Potato,Produce,"Barber, Rodriguez and Briggs",94.78,170,16112.6,7,65,138,13079.64,2024-03-24,2024-03-17,2024-03-30,4,Delayed
2024-04-08,c6a0ddd7-251f-4aca-af1f-d9ba0e1fb941,Tea,Beverages,"Williams, Bryan and Davies",28.22,186,5248.92,9,46,56,1580.32,2024-04-30,2024-06-28,2024-07-18,6,Partial Delivery
2024-05-07,49c15474-a072-4144-8eb5-10dc77e9ff40,Muffin,Bakery,Green and Sons,25.43,15,381.45,12,54,0,0,,2024-05-01,2024-05-29,8,Delayed
2024-06-22,2652a1a4-3002-45f9-81a1-82c227b2aa22,Muffin,Bakery,Lam-Moore,25.51,84,2142.84,38,41,72,1836.72,2024-04-10,2024-06-26,2024-07-10,2,On Time
2024-04-20,755d6f5f-b55b-4faa-a563-12706921bb5c,Lettuce,Produce,"Wells, Christian and Sanchez",97.56,30,2926.8,35,53,12,1170.72,2024-03-09,2024-01-24,2024-02-12,10,Delayed
2024-01-27,75680818-ce4f-420e-9e67-bb53376db425,Bagel,Bakery,"Hall, Erickson and Lewis",51.2,35,1792,30,75,0,0,,2024-01-19,2024-02-13,4,On Time
2024-02-06,06fce78b-dc99-4151-9f94-fbfca7b4fb4a,Muffin,Bakery,"Zuniga, Chavez and Hernandez",19.78,175,3461.5,33,32,57,1127.46,2024-06-28,2024-03-28,2024-04-11,5,Delayed
2024-04-17,dc451bb9-a3ff-433e-8c89-4aa0eb9df7a8,Soda,Beverages,Kemp and Sons,98.48,167,16446.16,14,85,102,10044.96,2024-05-07,2024-03-12,2024-03-28,8,Delayed
2024-06-27,e1a8b2b2-7e29-4ea8-88fa-54d2d50dea20,Frozen Vegetables,Frozen,Wong Inc,49.84,128,6379.52,16,38,47,2342.48,2024-02-17,2024-03-03,2024-03-10,5,Delayed
2024-05-03,dd502d86-e4e1-4d72-8bdd-a11933143837,Potato,Produce,Meyer Group,41.63,20,832.6,11,70,8,333.04,2024-03-26,2024-01-07,2024-01-27,2,Delayed
2024-05-24,dcee22f3-1f4b-4fc4-b7eb-51a6dd6a0144,Bread,Bakery,"Jordan, Pittman and Rice",54.32,54,2933.28,24,29,30,1629.6,2024-01-13,2024-03-22,2024-04-12,1,Delayed
2024-04-17,1d5fe9a9-96b9-419c-8b26-861d180da8fe,Trash Bags,Cleaning Supplies,Morris Group,82.51,126,10396.26,47,65,16,1320.16,2024-06-16,2024-05-15,2024-06-03,3,Partial Delivery
2024-03-07,d5d97c78-c224-4f86-bde3-0d7677139a3a,Trash Bags,Cleaning Supplies,Mack Ltd,88.15,196,17277.4,39,33,42,3702.3,2024-06-10,2024-03-19,2024-04-07,6,Delayed
2024-05-03,df2aa233-e929-443c-8ef2-fe1acd72e1cd,Muffin,Bakery,"Ward, Welch and Park",24.89,172,4281.08,36,26,51,1269.39,2024-05-26,2024-06-18,2024-06-21,10,On Time
2024-05-28,0334ac4d-daad-4f59-80f3-34cf5799b475,Yogurt,Dairy,"Fisher, Brady and Adams",29.69,89,2642.41,34,23,57,1692.33,2024-03-09,2024-02-11,2024-03-05,2,Delayed
2024-03-13,8c47d99b-d1f2-4e7d-81c9-754680aee948,Hand Sanitizer,Health & Beauty,"Aguirre, Ward and Ferguson",87.74,75,6580.5,12,23,39,3421.86,2024-03-10,2024-06-30,2024-07-24,8,Delayed
2024-03-30,4ebe9309-6d8d-4413-8cf1-789cc8aee11f,Carrot,Produce,"Evans, Bowers and Nelson",46.31,40,1852.4,9,70,18,833.58,2024-05-09,2024-03-07,2024-03-31,3,Delayed
2024-05-10,7a0ac265-278b-4e48-a699-ef072aec159c,Cookies,Snacks,"Reynolds, Davenport and Lyons",18.01,156,2809.56,39,53,69,1242.69,2024-02-15,2024-04-09,2024-04-17,8,On Time
2024-02-02,ad251719-ac27-4247-8a9c-674782abfbd7,Hand Sanitizer,Health & Beauty,Daniels Group,16.85,71,1196.35,18,58,23,387.55,2024-01-01,2024-02-07,2024-03-01,7,Delayed
2024-03-08,02211b23-c62d-4c77-958d-395fb18f3a22,Bread,Bakery,Fischer-Holland,53.89,164,8837.96,29,85,59,3179.51,2024-02-27,2024-02-01,2024-02-15,2,Delayed
2024-01-07,d298907d-9b7a-4913-a30b-cd1aa5ca9861,Tea,Beverages,"Clark, Matthews and Jackson",43.49,189,8219.61,27,48,125,5436.25,2024-03-25,2024-02-18,2024-02-25,9,On Time
2024-01-30,313a3b84-6752-4d84-9d0a-9f07d456b20b,Laundry Detergent,Cleaning Supplies,"Hall, Cowan and Smith",23.29,56,1304.24,33,85,40,931.6,2024-05-02,2024-02-08,2024-02-25,6,Delayed
2024-03-14,c34b6fd8-cc4e-4832-bcb0-8fde5d9e14c4,Cake,Bakery,"Pearson, Blackwell and Delgado",22.95,79,1813.05,36,33,23,527.85,2024-02-22,2024-02-20,2024-02-27,4,On Time
2024-04-27,9633e68c-1eae-4939-b74b-64a19e0a5e59,Trash Bags,Cleaning Supplies,Garner Group,7.8,180,1404,22,54,98,764.4,2024-01-18,2024-04-16,2024-04-27,5,On Time
2024-05-08,bfb61b6a-f3e4-4ed4-b16f-e29e8fc27812,Carrot,Produce,"Ritter, Hoffman and Crawford",48.99,123,6025.77,26,56,44,2155.56,2024-02-09,2024-02-26,2024-03-09,10,On Time
2024-04-28,5b0d71b3-bf23-4200-9687-6be18450f0d7,Chicken,Meat,Moore and Sons,42.34,137,5800.58,26,100,86,3641.24,2024-01-02,2024-03-24,2024-04-08,8,On Time
2024-03-31,af255bd4-af20-4fb5-9f58-ab9747d5476f,Pizza,Frozen,"Munoz, Howard and Hernandez",73.77,36,2655.72,10,52,20,1475.4,2024-04-24,2024-02-04,2024-02-26,9,On Time
2024-02-15,3e10e2cc-3f27-4c69-b75d-be75544fe4f2,Chicken,Meat,Simmons PLC,24.46,134,3277.64,9,23,65,1589.9,2024-05-31,2024-03-24,2024-03-28,6,Partial Delivery
2024-04-07,bb353a32-59e2-4263-ad3a-9194ed879f74,Cream,Dairy,"Kim, Thompson and Chapman",88.79,25,2219.75,36,46,3,266.37,2024-02-08,2024-04-28,2024-05-01,8,Delayed
2024-02-01,654b4c26-ffa9-42aa-8cc3-62e36391b487,Tea,Beverages,"Gordon, Simpson and Chavez",71.59,117,8376.03,23,47,86,6156.74,2024-03-14,2024-04-14,2024-05-11,10,On Time
2024-06-25,ed3d3ab1-823b-4cde-84f5-16fb96454105,Coffee,Beverages,Wright-Merritt,28.14,106,2982.84,16,37,77,2166.78,2024-04-12,2024-01-08,2024-01-30,1,On Time
2024-06-19,15666e25-3827-4ee4-a34d-dfc462ee1139,Pork,Meat,Levy Group,35.57,15,533.55,39,95,0,0,,2024-02-05,2024-02-12,4,Delayed
2024-03-10,2ab60209-bcc9-4e44-a5fe-0f07e5566eaa,Cheese,Dairy,Mann Group,31.48,200,6296,40,84,6,188.88,2024-01-25,2024-03-10,2024-04-07,4,Delayed
2024-04-04,a9a0996a-f872-4b48-b28f-80c98d3d4b25,Frozen Vegetables,Frozen,Bass-Fischer,88.81,81,7193.61,48,54,73,6483.13,2024-04-09,2024-02-25,2024-03-09,8,Partial Delivery
2024-03-26,6e690a88-94d9-44d0-a5f7-bc98253633cf,Cake,Bakery,Fields-Carr,19.49,115,2241.35,46,71,111,2163.39,2024-02-17,2024-04-30,2024-05-26,4,On Time
2024-01-14,13b25794-037a-4e37-820e-4ec11c23bd32,Banana,Produce,"Dougherty, Gillespie and Smith",27,114,3078,21,74,17,459,2024-05-14,2024-02-07,2024-02-23,1,Delayed
2024-01-18,3e000b30-e438-4e82-8a96-b755b644055e,Soda,Beverages,Rubio PLC,56.49,162,9151.38,25,26,149,8417.01,2024-04-09,2024-04-29,2024-05-01,5,Delayed
2024-04-03,03e2e4bc-385b-46d9-9f35-5c7f9da0368b,Ice Cream,Frozen,Conner-King,44.08,185,8154.8,48,46,130,5730.4,2024-06-17,2024-04-25,2024-05-20,5,Delayed
2024-03-18,a5589253-3c09-45dd-ac68-d0dda0f4c876,Deodorant,Health & Beauty,Rush PLC,56.88,12,682.56,29,60,1,56.88,2024-04-26,2024-04-22,2024-05-05,10,On Time
2024-01-11,e821d198-b352-45fe-bfac-f4e77bdcd18b,Chicken Nuggets,Frozen,Jackson Group,79.62,16,1273.92,24,34,12,955.44,2024-01-25,2024-01-14,2024-01-21,6,Delayed
2024-06-28,77ec0c6d-ddce-4838-b71b-8916a9acae34,Shampoo,Health & Beauty,Johnson LLC,59.99,91,5459.09,38,30,38,2279.62,2024-04-18,2024-01-24,2024-01-27,5,Delayed
2024-05-05,1ff10e4f-ab6b-4572-b101-be703fe963e7,Soda,Beverages,"Jones, Peterson and Harris",63.16,129,8147.64,16,64,49,3094.84,2024-04-15,2024-04-19,2024-04-20,7,On Time
2024-06-21,f1d100ee-b508-4bd9-a8f7-09f715617b1a,Shampoo,Health & Beauty,Russo Group,75.8,92,6973.6,17,57,82,6215.6,2024-05-09,2024-01-20,2024-02-05,3,On Time
2024-05-17,71821c94-3325-435b-b09b-d6f12817a0a7,Granola Bars,Snacks,"Baker, Miller and White",81.93,32,2621.76,22,74,31,2539.83,2024-04-29,2024-05-06,2024-05-23,4,On Time
2024-02-20,6d829233-cbdd-4f9b-89f3-ca7ed19553b4,Lamb,Meat,Villegas Inc,25.46,115,2927.9,24,73,34,865.64,2024-06-04,2024-02-29,2024-03-20,6,Partial Delivery
2024-06-01,1912675d-612e-41ba-a043-b846035e860f,Chicken Nuggets,Frozen,Cox-Reilly,31.99,148,4734.52,14,33,0,0,,2024-04-27,2024-05-23,2,Partial Delivery
2024-03-31,c34b183e-bde7-4a7f-ae90-922bcab17f3a,Toothpaste,Health & Beauty,Romero-Trujillo,31.61,129,4077.69,37,60,127,4014.47,2024-01-18,2024-03-31,2024-04-05,8,On Time
2024-03-03,b16152f2-db5b-4395-8f99-751876025ddf,Chips,Snacks,"Miller, Boyd and Myers",18.02,162,2919.24,10,27,16,288.32,2024-04-11,2024-05-20,2024-06-06,2,Partial Delivery
2024-02-22,5f0691c1-57fb-4044-ab26-7a067677196c,Trash Bags,Cleaning Supplies,Sullivan PLC,58.31,43,2507.33,42,82,9,524.79,2024-01-29,2024-04-27,2024-05-20,8,Delayed
2024-02-09,8df70820-1e24-4de9-bace-c45f986af6c6,Popcorn,Snacks,Parker-Wolfe,91.19,189,17234.91,44,88,8,729.52,2024-04-01,2024-06-13,2024-06-19,10,Delayed
2024-04-13,804936fc-f220-4717-a479-769bde3925a6,Chicken Nuggets,Frozen,"Williams, Wallace and Chan",53.46,147,7858.62,27,54,47,2512.62,2024-04-20,2024-04-25,2024-05-24,5,Delayed
2024-03-29,11c7a523-0a4c-4f05-afe2-1723928c4346,Bread,Bakery,Lewis and Sons,22.07,140,3089.8,47,45,31,684.17,2024-06-13,2024-06-13,2024-07-12,8,On Time
2024-06-15,083738f4-2a9b-45ed-a738-5904a34e354c,Popcorn,Snacks,"Jacobson, Fleming and Wallace",25.49,52,1325.48,23,32,48,1223.52,2024-02-26,2024-06-24,2024-07-14,3,Partial Delivery
2024-06-20,b8894771-66a8-464a-907e-d2ee621be9fb,Bread,Bakery,May Ltd,94.33,80,7546.4,16,83,63,5942.79,2024-01-11,2024-03-02,2024-03-09,9,Partial Delivery
2024-03-05,e87464d9-0540-4bf8-824a-f2531d9d1c35,Fish,Meat,"Gomez, Carroll and Schroeder",16.5,41,676.5,26,80,19,313.5,2024-06-08,2024-01-18,2024-02-06,5,Partial Delivery
2024-05-14,be63b702-f0af-4dda-b751-51ea57587118,Popcorn,Snacks,"Norman, Macias and Morris",12.44,108,1343.52,30,24,45,559.8,2024-06-21,2024-01-12,2024-01-15,9,On Time
2024-02-06,e062f5ea-8d8c-4700-8764-f5da54f399e8,Lamb,Meat,Smith Group,84.21,144,12126.24,6,100,17,1431.57,2024-03-09,2024-04-08,2024-04-15,1,Delayed
2024-02-12,18db45ab-c465-46c1-ae9d-81d7556fcc1e,Trash Bags,Cleaning Supplies,Franco-Morris,89.42,81,7243.02,13,78,52,4649.84,2024-06-28,2024-06-09,2024-07-01,10,On Time
2024-02-18,43778412-0671-4569-b12a-ed4d1db3d724,Coffee,Beverages,Davis Ltd,43.04,112,4820.48,33,55,18,774.72,2024-02-06,2024-02-06,2024-02-22,5,Delayed
2024-02-19,30a247c4-8111-45d5-b892-40757ffd4147,Water,Beverages,Hudson-Young,26.63,121,3222.23,49,72,5,133.15,2024-05-23,2024-03-26,2024-03-29,7,Partial Delivery
2024-02-14,132be337-0a26-4012-9f86-36759e0cf94c,Deodorant,Health & Beauty,"Hernandez, Nelson and Boyd",78.35,127,9950.45,23,87,68,5327.8,2024-06-21,2024-06-16,2024-06-28,7,On Time
2024-06-15,087156d5-da32-4ff1-8e6b-c5d8ac9cc424,Yogurt,Dairy,Wiggins-Neal,1.38,111,153.18,37,77,77,106.26,2024-04-22,2024-04-24,2024-05-24,5,Partial Delivery
2024-04-27,c0230cbf-7630-44d7-babf-279f897dd301,Hand Sanitizer,Health & Beauty,"Mueller, Cabrera and Garcia",70.77,170,12030.9,45,67,126,8917.02,2024-03-19,2024-05-09,2024-06-08,3,Delayed
2024-02-22,0be3eb09-6ca1-466a-9639-0aada7e3ba07,Lamb,Meat,Black-Villanueva,93.5,36,3366,7,73,33,3085.5,2024-03-16,2024-06-25,2024-07-09,9,Partial Delivery
2024-01-27,aa6a70e0-f0b8-4994-a9d0-75afdb4c9d37,Lamb,Meat,Friedman-Chaney,50.18,11,551.98,48,87,1,50.18,2024-06-28,2024-06-11,2024-06-19,3,Partial Delivery
2024-04-03,99b22b73-3a2a-473f-ba09-01b8a193b072,Pizza,Frozen,"Rojas, Moon and Casey",32.46,196,6362.16,41,80,140,4544.4,2024-01-16,2024-04-16,2024-04-20,4,Delayed
2024-01-20,fa6d504b-ae67-4f9d-9626-8d6959237238,Hand Sanitizer,Health & Beauty,Jones-Rodgers,40.45,74,2993.3,31,95,52,2103.4,2024-02-04,2024-03-10,2024-03-19,4,On Time
2024-04-21,45176524-6b0b-4359-9e1a-deb1b7f93096,Water,Beverages,Snyder-Briggs,67.14,93,6244.02,23,72,13,872.82,2024-06-05,2024-05-03,2024-05-30,9,Delayed
2024-01-16,a98eccf2-a675-4bed-8c43-3d5d1ded9809,Milk,Dairy,"Brown, Thornton and Love",99.64,40,3985.6,27,58,23,2291.72,2024-03-12,2024-04-25,2024-04-26,8,Delayed
2024-04-06,599ba1a9-16fb-4359-a79c-14b6353a7cbd,Pizza,Frozen,Jordan-Gordon,74.44,103,7667.32,17,79,52,3870.88,2024-05-25,2024-06-17,2024-07-14,6,Partial Delivery
2024-04-15,2cf31c62-6554-400e-9d92-514c9336fd7e,Popcorn,Snacks,Rivera PLC,62.38,161,10043.18,33,41,99,6175.62,2024-02-01,2024-05-09,2024-06-07,9,On Time
2024-06-01,d0ad4075-2166-48b7-aeae-cc2b1f6dda00,Muffin,Bakery,Williams-Martinez,33.12,119,3941.28,11,29,52,1722.24,2024-01-27,2024-05-05,2024-05-31,2,On Time
2024-02-03,225e9527-b6c7-4df5-a836-f4f46afe9d5d,Croissant,Bakery,Vaughn Ltd,84.74,178,15083.72,41,31,125,10592.5,2024-03-18,2024-06-04,2024-06-27,1,Partial Delivery
2024-04-25,ee1971f9-75ba-4af2-a849-cc442f20f602,Bread,Bakery,"Morgan, Wallace and Diaz",77.42,176,13625.92,10,80,22,1703.24,2024-06-03,2024-06-28,2024-07-14,8,Delayed
2024-02-10,9e37af9e-0bc2-445f-88c8-1e50d2f62564,Sponges,Cleaning Supplies,Ramos Ltd,73.13,145,10603.85,38,61,82,5996.66,2024-01-26,2024-03-29,2024-04-14,1,On Time
2024-02-15,a35312f1-eac7-46c0-a6ed-0b5b0ba8008c,Bread,Bakery,Guzman Ltd,88.36,200,17672,14,59,113,9984.68,2024-02-26,2024-02-27,2024-03-21,10,Partial Delivery
2024-06-07,6fd829d6-8a15-4caa-988e-0fb87f4bf6b9,Fish,Meat,Shaw-Valentine,18.66,103,1921.98,22,44,4,74.64,2024-01-28,2024-02-11,2024-03-03,4,Delayed
2024-06-03,cf8c3e0d-161d-44b7-a018-621ef4eb6ab3,Bagel,Bakery,"Martinez, Lee and Bender",98.9,192,18988.8,21,61,127,12560.3,2024-01-27,2024-06-11,2024-06-28,3,Delayed
2024-03-18,c891ae8f-c151-4459-a145-9b79d6925285,Bread,Bakery,Frank and Sons,49.22,174,8564.28,28,62,126,6201.72,2024-03-31,2024-03-22,2024-04-12,9,Delayed
2024-05-16,966e3e22-c586-4851-9030-366bb10f5e68,Sponges,Cleaning Supplies,Long-Mccarthy,99.26,56,5558.56,11,74,9,893.34,2024-04-19,2024-05-04,2024-05-19,2,On Time
2024-04-13,150b0147-5235-499c-9c23-7c9f1f29241d,Carrot,Produce,Vega-Watson,79.42,53,4209.26,40,48,44,3494.48,2024-01-21,2024-06-17,2024-06-25,4,On Time
2024-04-07,2315b2e5-bb38-4cde-a870-dc390c1d8078,Pizza,Frozen,Calhoun-Jones,85.76,176,15093.76,46,73,87,7461.12,2024-03-03,2024-03-24,2024-03-31,6,Delayed
2024-01-15,ddba6d19-3b62-47c1-87e6-0e1cfe456934,Bread,Bakery,Torres-Harris,8.77,130,1140.1,45,81,52,456.04,2024-04-10,2024-06-19,2024-07-15,8,On Time
2024-06-18,1e5fb7d9-6897-4758-ab94-31bc3f2bf96b,Chicken,Meat,Kennedy-Morales,98.49,65,6401.85,7,28,53,5219.97,2024-01-22,2024-05-03,2024-05-27,2,Delayed
2024-02-05,8a279194-8a08-4426-a039-785befaeb717,Laundry Detergent,Cleaning Supplies,Clark LLC,61.93,198,12262.14,12,31,80,4954.4,2024-02-08,2024-01-17,2024-01-28,9,On Time
2024-04-15,6e4bf197-3efa-462f-96d8-b6226547433e,Cream,Dairy,Bennett-Santos,89.68,88,7891.84,6,25,44,3945.92,2024-03-29,2024-05-03,2024-05-27,10,On Time
2024-01-07,ea503128-3f41-4e23-ad4d-7db3cba9bd3c,Cookies,Snacks,"English, Hansen and Rodriguez",54.28,182,9878.96,42,33,163,8847.64,2024-01-17,2024-04-05,2024-04-14,5,On Time
2024-02-22,967e609d-e515-4951-94c4-85d1c0369f3a,Granola Bars,Snacks,Burch Ltd,91.52,180,16473.6,18,94,82,7504.64,2024-04-18,2024-01-02,2024-01-16,4,Delayed
2024-04-17,ee640343-32cd-4443-8e9e-4ced23d4902b,Bread,Bakery,Holder-Mcknight,17.39,185,3217.15,38,25,106,1843.34,2024-02-29,2024-01-01,2024-01-10,6,On Time
2024-01-18,e990da36-5b96-4dd8-bab6-5720d2a47516,Trash Bags,Cleaning Supplies,"Brown, Clark and Greene",22.91,67,1534.97,14,42,50,1145.5,2024-05-28,2024-01-08,2024-01-17,10,Delayed
2024-01-01,a4ffa857-535c-4e37-bf68-f5539bc4afe9,Soda,Beverages,King-Campbell,35.3,118,4165.4,31,20,112,3953.6,2024-03-10,2024-04-14,2024-04-22,4,Delayed
2024-01-10,7699e60a-8756-4cbc-806c-671418206c8a,Tea,Beverages,Brown-Young,36.27,187,6782.49,44,68,111,4025.97,2024-01-03,2024-04-23,2024-04-30,5,Delayed
2024-02-11,6b43e179-5947-4a6d-86bf-0ccf058a0dca,Muffin,Bakery,Patterson and Sons,69.73,80,5578.4,40,24,22,1534.06,2024-02-08,2024-02-16,2024-03-03,7,Delayed
2024-05-05,b4339c2a-0e13-499d-a0e1-04b4bfa14365,Banana,Produce,Fischer PLC,92.71,101,9363.71,19,58,20,1854.2,2024-03-29,2024-05-03,2024-05-18,7,Partial Delivery
2024-04-19,f83f6cc7-46a5-4138-ae5e-4c3b94f6b675,Granola Bars,Snacks,Edwards-Williamson,70.15,73,5120.95,27,28,41,2876.15,2024-01-19,2024-04-01,2024-04-25,8,Delayed
2024-03-18,8a01f7f3-fd24-417b-b136-168a2db8b9dd,Shampoo,Health & Beauty,Pollard-Medina,10.06,177,1780.62,9,100,115,1156.9,2024-02-05,2024-01-28,2024-02-21,9,Delayed
2024-04-07,fb90dd96-f94b-4b7b-84b3-795e5632bc14,Banana,Produce,"Campbell, Gibson and Stevens",40.67,149,6059.83,39,49,149,6059.83,2024-03-27,2024-06-08,2024-06-16,4,Delayed
2024-02-19,75b94090-e9f2-465f-9fba-949ff08af405,Butter,Dairy,"Goodwin, Dorsey and Baker",40.85,87,3553.95,47,28,82,3349.7,2024-03-30,2024-01-05,2024-01-17,5,Delayed
2024-01-20,35132c11-da14-4164-b9db-f87f23775c77,Cookies,Snacks,Lee-Graham,26.12,119,3108.28,28,93,16,417.92,2024-02-17,2024-02-04,2024-03-05,1,Partial Delivery
2024-06-04,928df466-5645-4755-b164-5dbc48d02ddc,Bread,Bakery,Benson Inc,77.6,48,3724.8,18,55,36,2793.6,2024-02-10,2024-03-21,2024-04-16,10,Delayed
2024-04-11,f5e096e3-ca33-499a-8d39-8bcb1ea6a893,Milk,Dairy,Miles Ltd,51.1,190,9709,44,85,167,8533.7,2024-06-17,2024-05-15,2024-06-06,10,On Time
2024-02-05,73531049-91cd-4c3a-9630-422d4eb804fc,Soda,Beverages,Weaver Group,32.75,95,3111.25,42,21,77,2521.75,2024-01-10,2024-03-09,2024-03-22,1,Partial Delivery
2024-03-05,cd372450-4807-41cf-a795-eb0f3f333d5b,Frozen Vegetables,Frozen,Robles-Torres,63.49,155,9840.95,6,84,147,9333.03,2024-04-30,2024-01-25,2024-02-06,7,On Time
2024-05-19,4d80dee1-ce59-4877-bd01-38dad19c0db2,Shampoo,Health & Beauty,"Sanchez, Johnson and Burke",29.57,17,502.69,41,58,7,206.99,2024-01-01,2024-03-24,2024-04-19,7,Partial Delivery
2024-05-12,db215b57-0a15-4748-a14e-99578859a04e,Hand Sanitizer,Health & Beauty,Chandler-Phillips,19.25,144,2772,7,52,9,173.25,2024-03-29,2024-01-19,2024-02-05,6,Delayed
2024-04-12,baa5e4e6-390b-4215-bb96-d98e0eaadb96,Juice,Beverages,Alvarado-Rocha,21.8,111,2419.8,47,88,11,239.8,2024-02-11,2024-03-19,2024-03-24,9,Partial Delivery
2024-05-30,2a66fcbf-cb16-4daa-9606-6a9f8f0eb7f2,Yogurt,Dairy,Turner Ltd,21.65,79,1710.35,14,53,30,649.5,2024-06-26,2024-02-27,2024-03-10,7,Partial Delivery
2024-04-15,cdfd968d-cfbf-4474-9584-e634c58fe6a0,Popcorn,Snacks,Khan-Dyer,29.28,144,4216.32,26,34,9,263.52,2024-05-24,2024-05-01,2024-05-15,1,Delayed
2024-04-11,bc475cc8-4964-40a2-b065-98e944fe5ff3,Lamb,Meat,Marshall-Ortiz,56.24,26,1462.24,30,33,14,787.36,2024-06-19,2024-04-04,2024-04-07,6,Delayed
2024-01-18,fe85398a-c7d7-4510-b3b7-40cb79fb58e1,Butter,Dairy,"Ellis, Wagner and Little",76.97,53,4079.41,20,42,18,1385.46,2024-06-13,2024-03-21,2024-03-31,10,Delayed
2024-01-04,78ddadef-a942-4c8a-9787-dc0785c2d63c,Frozen Vegetables,Frozen,Watson-Bowman,1.6,163,260.8,44,51,57,91.2,2024-02-04,2024-06-27,2024-07-01,8,On Time
